Account ID Full,Account Name,Legal Name (BvD),Country,Region,Reporting Group,Ultimate Parent,Account Owner,Parent Account
001Ab000002xRvZIAU,"QCR Holdings, Inc.","QCR Holdings, Inc.",United States,AMER,QCR Holdings,"QCR HOLDINGS, INC.",Fenergo RevOps,
001SZ00000CWnecYAD,QED Investors,"QED Investors, LLC",United States,AMER,QED Investors,"QED INVESTORS, LLC",Fenergo RevOps,
001SZ00000Ll0q8YAB,QFPay,QFPay International Limited,Hong Kong,APAC,QFPay,QFNEAR TECHNOLOGY (TIAN JIN) CORPORATION,Fenergo RevOps,
0010O000023gvQmQAI,QIC,Qic Limited,Australia,APAC,QIC,STATE OF QUEENSLAND,Eoin Keating,
001SZ00000ICnFXYA1,Qifu Technology,,China,APAC,Qifu Technology,Qifu Technology,Fenergo RevOps,
001SZ000008y3hwYAA,Qintel,Qintel LLC,United States,AMER,Qintel,QINTEL,Fenergo RevOps,
001Ab000002xRN6IAM,QNB FINANSBANK A.S.,QNB Finansbank A.S.,Turkey,EMEA,QNB Finansbank,GOVERNMENT OF QATAR,Fenergo RevOps,
001Ab000003j5V6IAI,"Qolo, Inc",Qolo LLC,United States,AMER,Qolo,QOLO LLC,Fenergo RevOps,
001Ab000002rNtUIAU,Qontigo,ISS STOXX GmbH,Germany,EMEA,Qontigo,DEUTSCHE BÖRSE AKTIENGESELLSCHAFT,Fenergo RevOps,Deutsche Boerse AG
001Ab000002vi9cIAA,Qonto,Olinda,France,EMEA,Qonto,OLINDA,Fenergo RevOps,
001Ab000002rNAFIA2,Qquant,,Greece,EMEA,Qquant,Qquant,Fenergo RevOps,
001Ab000002rOiRIAU,Quad code,QHL Quad Code Holding Limited,Cyprus,EMEA,Quad Code,QHL QUAD CODE HOLDING LIMITED,Fenergo RevOps,
001Ab000002rNV6IAM,Quadrantis Capital,"Quadrantis Capital - Sociedade de Capital de Risco, S.A.",Portugal,EMEA,Quadrantis Capital,"Quadrantis Capital - Sociedade de Capital de Risco, S.A.",Fenergo RevOps,
001SZ000007CDLjYAO,Qualcomm,Qualcomm Incorporated,United States,AMER,Qualcomm,QUALCOMM INCORPORATED,Jan Dinger,
001Ab000002rOs6IAE,Quant Financial,,India,APAC,Quant Financial,Quant Financial,Fenergo RevOps,
0013X00003ytotUQAQ,Quantedge Capital,Quantedge Capital Pte. Ltd.,Singapore,APAC,Quantedge Capital,"QUANTEDGE, INC.",Laurent Lamarlere,
001SZ00000bEpa2YAC,Quantum Leap Advisors Pte Ltd,,,APAC,Quantum Leap Advisors,,Niraj Marfatia,
001SZ00000KNXvqYAH,Quarters,,Canada,AMER,Quarters,Quarters,Fenergo RevOps,
0013X00003pFHeUQAW,Qudos Bank,Qudos Mutual Ltd,Australia,APAC,Qudos Mutual,Qudos Mutual Ltd,Fenergo RevOps,
001SZ00000CHSFWYA5,Queensland Country Bank Limited,Queensland Country Bank Limited,Australia,APAC,Queensland Country Bank,Queensland Country Bank Limited,Eoin Keating,
001SZ000009OkJ3YAK,"Questrade, Inc",Questrade INC,Canada,AMER,Questrade,Questrade INC,Fenergo RevOps,
001Ab000003ptm9IAA,Quilter,Quilter PLC,United Kingdom,EMEA,Quilter,QUILTER PLC,Fenergo RevOps,
001Ab000002rP18IAE,Quintet Private Bank (Europe) S.A.,Quintet Private Bank (Europe) S.A.,Luxembourg,EMEA,Precision Capital,PRECISION CAPITAL LLC,Michel Van Ussel,
001Ab000002rOKsIAM,Quist,Qwist GmbH,Germany,EMEA,Quist,QWIST GROUP SP. Z O.O.,Fenergo RevOps,
001Ab000003j23ZIAQ,QUIXA Assicurazioni S.p.A,Quixa Assicurazioni S.P.A. O IN Forma Abbreviata Quixa S.P.A.,Italy,EMEA,AXA,AXA SOCIÉTÉ ANONYME,Fenergo RevOps,Axa Group Operation
001SZ00000O6cpbYAB,Qwant Alpha Capital & Solutions,Qwant Alpha Capital & Solutions,France,EMEA,Qwant Alpha Capital,Qwant Alpha Capital & Solutions,Fenergo RevOps,
001Ab0000033XjYIAU,R&H Jersey,Rawlinson & Hunter,United Kingdom,EMEA,R&H Jersey,Rawlinson & Hunter,David Warnock,
001SZ000008DwuPYAS,R&H Private Fund Services,Rawlinson & Hunter LLP,United Kingdom,EMEA,R&H Private Fund Services,RAWLINSON & HUNTER LLP,David Warnock,
001Ab000002xRvUIAU,R&V Versicherung,R+V Versicherung AG,Germany,EMEA,R&V Versicherung,"DZ BANK AG DEUTSCHE ZENTRAL-GENOSSENSCHAFTSBANK, FRANKFURT AM MAIN",Alexander Hase,DZ Bank
0013X00003JvrKwQAJ,Rabo AgriFinance,Rabo Agrifinance Inc.,United States,AMER,Rabobank,COOPERATIEVE RABOBANK U.A.,Mick Furlong,Rabobank
001Ab000002rP9pIAE,Rabobank,Cooperatieve Rabobank U.A.,Netherlands,EMEA,Rabobank,COOPERATIEVE RABOBANK U.A.,Karthik Gurumoorthy,
0013X00003GbFBfQAN,Rabobank Australia & New Zealand,Rabobank New Zealand Limited,New Zealand,APAC,Rabobank,COOPERATIEVE RABOBANK U.A.,Eoin Keating,Rabobank
0012000001WUUZYAA5,Rabobank Group,,Ireland,EMEA,Rabobank,COOPERATIEVE RABOBANK U.A.,Nuala Kelly,Rabobank
0013X00003GR2N7QAL,RACQ Bank,Members Banking Group Limited,Australia,APAC,Members Banking Group,MEMBERS BANKING GROUP LIMITED,Eoin Keating,
001Ab000002rNG3IAM,Radius Payment Solutions,Radius Payment Solutions Topco Limited,United Kingdom,EMEA,Radius Payment Solutions,RADIUS PAYMENT SOLUTIONS TOPCO LIMITED,Fenergo RevOps,
0013X00003ZJgTvQAL,Raffles Family Office,Raffles Family Office Limited,Hong Kong,APAC,Raffles Family Office,RFO GROUP HOLDINGS LIMITED,Fenergo RevOps,
0010O00002M0ONtQAN,Raiffeisen Bank,Raiffeisen Bank International AG,Austria,EMEA,Raiffeisen Bank International,RAIFFEISEN BANK INTERNATIONAL AG,Stephen Florence,
001Ab000002rP0TIAU,Raiffeisen Bank Hungary,Raiffeisen Bank Zrt,Hungary,EMEA,Raiffeisen Bank International,RAIFFEISEN BANK INTERNATIONAL AG,Alexander Hase,Raiffeisen Bank
001Ab000002rOWzIAM,Raiffeisen Bank International AG,Raiffeisen Bank International AG,Austria,EMEA,Raiffeisen Bank International,RAIFFEISEN BANK INTERNATIONAL AG,Alexander Hase,Raiffeisen Bank
0012000001WUYFnAAP,Raiffeisen Bank Intl,Raiffeisen Bank International AG,Austria,EMEA,Raiffeisen Bank International,RAIFFEISEN BANK INTERNATIONAL AG,Stephen Florence,Raiffeisen Bank
0010O0000250qChQAI,Raiffeisen Schweiz,Raiffeisen Schweiz Genossenschaft,Switzerland,EMEA,Raiffeisen,RAIFFEISEN SCHWEIZ GENOSSENSCHAFT,Alexander Hase,
001Ab000002rORqIAM,Raiffeisenlandesbank Niederösterreich-Wien AG,Raiffeisenlandesbank Niederosterreich-Wien AG,Austria,EMEA,Raiffeisen Holding NÖ-Wien,RAIFFEISEN-HOLDING NIEDERÖSTERREICH-WIEN REGISTRIERTE GENOSSENSCHAFT MIT BESCHRÄNKTER HAFTUNG,Alexander Hase,
001Ab000002xRmWIAU,RAIFFEISENLANDESBANK OBEROSTERREICH AG,Raiffeisenlandesbank Oberosterreich AG,Austria,EMEA,Raiffeisenlandesbank Oberösterreich,RAIFFEISENBANKENGRUPPE OOE VERBUND EGEN,Alexander Hase,
001Ab000002Ssw8IAC,Railsr,Embedded Finance Limited,United Kingdom,EMEA,Embedded Finance,EMBEDDED FINANCE LIMITED,Fenergo RevOps,
0013X00003Y5l7AQAR,Railsr [duplicate],Embedded Finance Limited,United Kingdom,EMEA,Embedded Finance,EMBEDDED FINANCE LIMITED,Fenergo RevOps,Railsr
001SZ00000nCFIVYA4,Rain Exchange,Rain Management W.L.L.,United Arab Emirates,EMEA,N/A,"Rain Financial, Inc.",Fenergo RevOps,
001Ab000002rNbtIAE,Raisin Bank AG,Raisin Bank AG,Germany,EMEA,Raisin,RAISIN SE,Fenergo RevOps,
001Ab000002rO7iIAE,Raize,Raize-Instituicao de Pagamentos S.A.,Portugal,EMEA,Raize,RAIZE-INSTITUICAO DE PAGAMENTOS S.A.,Fenergo RevOps,
0012000001WUVv7AAH,RAKBank,National Bank of Ras Al-Khaimah (P.S.C.) (The),United Arab Emirates,EMEA,RAKBANK (National Bank of Ras Al-Khaimah),NATIONAL BANK OF RAS AL-KHAIMAH (P.S.C.) (THE),Fenergo RevOps,
001Ab000002azybIAA,RakkaR Digital,Rakkar Digital Pte. Ltd.,Singapore,APAC,RakkaR Digital,RAKKAR DIGITAL HOLDINGS PTE. LTD.,Fenergo RevOps,
0013X00003NBoIFQA1,Rakuten Bank,Rakuten Bank Ltd,Japan,APAC,Rakuten Bank,RAKUTEN BANK LTD,Yuan Emma Li,
0013X00003vFj1DQAS,Rakuten Securities,"Rakuten Securities, Inc",Japan,APAC,Rakuten Securities,RAKUTEN GROUP INC.,Yuan Emma Li,
001Ab000002xRuDIAU,Ramp,Ramp Corporation,United States,AMER,Ramp,RAMP INDUSTRIES INC,Fenergo RevOps,
0013X00003SR3r2QAD,Rand Merchant Bank,RMB Asset Finance LTD,South Africa,EMEA,Rand Merchant Bank,FIRSTRAND LIMITED,Ian McLoughlin,FIRSTRAND BANK LIMITED
001Ab000002xRykIAE,Randolph-Brooks Federal Credit Union,Randolbh Brookf FCU,United States,AMER,Randolph-Brooks Federal Credit Union,Randolbh Brookf FCU,Fenergo RevOps,
001Ab000002viCrIAI,Rapipago,Nuvei Technologies Corp,Canada,AMER,Rapipago,Nuvei Technologies Corp,Fenergo RevOps,
001SZ00000It6k3YAB,Rappi,Rappi S A S,Colombia,AMER,Rappi,RAPPI S A S,Fenergo RevOps,
001SZ00000BID5QYAX,Raptor Capital,Raptor Management GP LLC,United States,AMER,Raptor Capital,RAPTOR MANAGEMENT GP LLC,Fenergo RevOps,
001Ab000002rNujIAE,Rapyd (CashDash UK Ltd),Cashdash UK Limited,United Kingdom,EMEA,Rapyd,RAPYD FINANCIAL NETWORK (2016) LTD,Fenergo RevOps,
001SZ00000IosVtYAJ,Rate,Rate Holdings Corp.,United States,AMER,Rate,RATE HOLDINGS CORP.,Fenergo RevOps,
001Ab000003hJfSIAU,RatePay,Ratepay GmbH,Germany,EMEA,Nexi,NEXI SPA,Fenergo RevOps,
0012000001WUVBIAA5,Rathbones Group,Rathbones Group PLC,United Kingdom,EMEA,Rathbones,RATHBONES GROUP PLC,Fenergo RevOps,
001SZ00000XpIUbYAN,Rathbones Jersey,,Jersey,EMEA,Rathbones,RATHBONES GROUP PLC,Elaine Zhang,Rathbones Group
001Ab000003SvGeIAK,Rawbank,Rawbank SA,Congo (Democratic Republic of the),EMEA,Rawbank,RAWHOLDING S.A.,Fenergo RevOps,
001Ab000002xROPIA2,Raymond James Bank,Raymond James Bank FSB,United States,AMER,Raymond James,"RAYMOND JAMES FINANCIAL, INC.",Robert Van Atta,
001Ab000002rdatIAA,Razer Inc.,,Malaysia,APAC,Razer,Razer Inc.,Laurent Lamarlere,
001SZ00000Mw46bYAB,Razor Capital,Razor Capital LTD,United Kingdom,EMEA,Razor Capital,Razor Capital LTD,Fenergo RevOps,
001Ab000003dsmFIAQ,RazorPay,Rzpx Private Limited,India,APAC,Razorpay,"RAZORPAY, INC.",Fenergo RevOps,
001Ab000002rO1GIAU,RBC Capital Markets,RBC Capital Market Quebec INC,Canada,AMER,RBC,ROYAL BANK OF CANADA,Rob Henley,Royal Bank of Canada (RBC) Group
001Ab000002rO5eIAE,RBC Investor & Treasury Services,RBC Investor Services Trust,United Kingdom,EMEA,RBC,ROYAL BANK OF CANADA,Fenergo RevOps,Royal Bank of Canada (RBC) Group
0013X00003yv1FuQAI,RBC Wealth International,RBC Investor Services Trust,United Kingdom,EMEA,RBC,ROYAL BANK OF CANADA,Fenergo RevOps,Royal Bank of Canada (RBC) Group
0013X00002SWPKuQAP,RBL Bank,RBL Bank Ltd,India,APAC,RBL Bank,RBL BANK LTD,Fenergo RevOps,
001Ab000002rNIYIA2,RCB BANK LTD,RCB Bank Ltd,Cyprus,EMEA,RCB Bank,RCB Bank Ltd,Fenergo RevOps,
001SZ00000NSag8YAD,RCG Global Services,RCG Global Services INC,United States,AMER,RCG Global Services,FRONTENAC CO LLC,Fenergo RevOps,
001Ab000002rNGLIA2,RCI Bank,RCI Bank UK Limited,United Kingdom,EMEA,Renault,RENAULT,Fenergo RevOps,
0010O00001oI9OXQA0,RDC,Regulatory Datacorp INC,United States,AMER,Moodys,MOODY'S CORPORATION,Fenergo RevOps,Moody's Ratings
001SZ000007lp35YAA,RE/Max,,Canada,AMER,RE/Max,RE/Max,Fenergo RevOps,
001SZ00000IPki3YAD,Reach,Reach Ltd.,Canada,AMER,Reach,PRIMUS CAPITAL PARTNERS INC,Fenergo RevOps,
0013X00003vEgHFQA0,Real Asset Management,Real Asset Management Pty Ltd,Australia,APAC,Real Asset Management,RAM AUSTRALIA GROUP PTY LIMITED,Fenergo RevOps,
001Ab000002rNCCIA2,real.digital,Kaufland e-commerce Fulfillment GmbH,Germany,EMEA,real.digital,SCHWARZ BETEILIGUNGS-KG,Fenergo RevOps,
001Ab000002rNVtIAM,Reale Group,Banca Reale SpA,Italy,EMEA,Reale Mutua,SOCIETA REALE MUTUA DI ASSICURAZIONI,Fenergo RevOps,
001Ab000002xRnMIAU,REALKREDIT DANMARK A/S,Realkredit Danmark A/S,Denmark,EMEA,Danske,DANSKE BANK A/S,Fenergo RevOps,Danske Bank
001SZ000009WPW1YAO,Realm Entertainment Ltd,Realm Entertainment Limited,Malta,EMEA,Realm Entertainment,REALM HOLDING COMPANY B.V.,Fenergo RevOps,
001Ab000002rO1aIAE,RealTransfer,"Realtransfer - Instituicao de Pagamento, S.A.",Portugal,EMEA,Ultra SGPS,"ULTRA - SGPS, S.A.",Fenergo RevOps,
001Ab000002tqw5IAA,Reap.global,Reap Technologies Limited,Hong Kong,APAC,Reap,"REAP TECHNOLOGIES HOLDING CO., LIMITED",Fenergo RevOps,
001Ab00000302RnIAI,Rebell Group,Rebell AG,Switzerland,EMEA,Rebell Group,Rebell AG,Fenergo RevOps,
001Ab000002rOvDIAU,Rebellion Pay,UAB Rebellion Fintech Services,Lithuania,EMEA,Rebellion Pay,PAPARA ELEKTRONIK PARA AS,Fenergo RevOps,
001Ab000002viCtIAI,Rebill,Rebill,Argentina,AMER,Rebill,Rebill,Fenergo RevOps,
001Ab000002rNHQIA2,Recharge.com,Recharge.com International B.V.,Netherlands,EMEA,Recharge.com,CG HOLDING B.V.,Fenergo RevOps,
001Ab000002rO0vIAE,Recognise Bank Ltd,Recognise Bank Limited,United Kingdom,EMEA,Recognise Bank,PARASOL V27 LTD,Fenergo RevOps,
001Ab000002rNcqIAE,RECONFINANCE - Gestão E Recuperação De Activos S.A.,"Reconfinance - Gestao E Recuperacao de Activos, S.A.",Portugal,EMEA,Reconfinance,"Reconfinance - Gestao E Recuperacao de Activos, S.A.",Fenergo RevOps,
0012000001bIQiMAAW,Record Currency Management,Record Currency Management Limited,United Kingdom,EMEA,Record PLC,RECORD PLC,Fenergo RevOps,Record Financial Group
001SZ00000DaBDdYAN,Record Financial Group,Record Currency Management Limited,United Kingdom,EMEA,Record PLC,RECORD PLC,Fenergo RevOps,
001Ab000002viCIIAY,Red Efectiva,RED Efectiva,Mexico,AMER,Red Efectiva,RED Efectiva,Fenergo RevOps,
001Ab000002viCqIAI,Red Link S.A.,RED Link Sociedad Anonima,Argentina,AMER,Red Link,RED Link Sociedad Anonima,Fenergo RevOps,
001Ab000002xNz0IAE,Reddo Credit SL,Reddo Credit SL.,Spain,EMEA,Reddo Credit,Reddo Credit SL.,Fenergo RevOps,
001Ab000002rNQGIA2,RedRhino LTD (Platincasino),RED Rhino Limited,Malta,EMEA,RedRhino,LAZY APE HOLDING LTD,Fenergo RevOps,
001Ab000002wLrLIAU,Redsen,Redsen Consulting SA,Switzerland,EMEA,Redsen,REDSEN HOLDING SARL,Elaine Zhang,
001Ab000002xRyLIAU,Redstone Federal Credit Union,Redstone Federal Credit Union,United States,AMER,Redstone FCU,REDSTONE FEDERAL CREDIT UNION,Fenergo RevOps,
001Ab000002viBeIAI,Redsys - Bizum,Redsys Servicios de Procesamiento SL,Spain,EMEA,Redsys,Redsys Servicios de Procesamiento SL,Fenergo RevOps,
001Ab000002rOMnIAM,Redwood Bank,Redwood Bank Limited,United Kingdom,EMEA,Redwood Bank,REDWOOD FINANCIAL PARTNERS LIMITED,Fenergo RevOps,
001Ab000002xRzaIAE,Redwood Credit Union,Redwood Credit Union,United States,AMER,Redwood CU,Redwood Credit Union,Fenergo RevOps,
001SZ00000GdmhuYAB,Redwood Investments,"Redwood Investments, LLC",United States,AMER,Redwood Investments,"REDWOOD INVESTMENTS, LLC",Fenergo RevOps,
001SZ00000Gc07aYAB,Reem Finance,Reem Finance PJSC,United Arab Emirates,EMEA,Reem Finance,Reem Finance PJSC,Ian McLoughlin,
0013X00002YNV6DQAX,Refinitiv Japan,,Japan,APAC,Refinitiv Japan,,Yuan Emma Li,LSEG (GLOBAL)
001SZ00000CkxMSYAZ,Refocus Financial,Refocus Financial Planning LLC,United States,AMER,Refocus Financial,Refocus Financial Planning LLC,Fenergo RevOps,
001SZ00000F71RoYAJ,Reforest'Action,Reforest'Action,France,EMEA,ReforestAction,Reforest'Action,Fenergo RevOps,
001SZ00000MLisbYAD,Regan Capital,"Regan Capital, LLC",United States,AMER,Regan Capital,"REGAN CAPITAL, LLC",Fenergo RevOps,
0013X00003fyG92QAE,Regan International Asset Management Limited,Regan International Asset Management Limited,Hong Kong,APAC,Regan International Asset Management,Regan International Asset Management Limited,Fenergo RevOps,
001Ab000003nvv1IAA,Regio Bank,RegioBank N.V.,Netherlands,EMEA,Regio Bank,RegioBank N.V.,Fenergo RevOps,
0013X00003GR3gcQAD,Regional Australia Bank,Regional Australia Bank Ltd,Australia,APAC,Regional Australia Bank,Regional Australia Bank Ltd,Fenergo RevOps,
0010O00001pnBMbQAM,Regions Financial Corporation,Regions Financial Corporation,United States,AMER,Regions Financial,REGIONS FINANCIAL CORPORATION,Mick Furlong,
001Ab000002xRzAIAU,Reinsurance Group of America Inc (RGA),"Reinsurance Group of America, Incorporated",United States,AMER,Reinsurance Group of America,"REINSURANCE GROUP OF AMERICA, INCORPORATED",Gregory Fleming,
001Ab000002rNRaIAM,ReiseBank AG,ReiseBank AG,Germany,EMEA,ReiseBank,"DZ BANK AG DEUTSCHE ZENTRAL-GENOSSENSCHAFTSBANK, FRANKFURT AM MAIN",Fenergo RevOps,DZ Bank
001Ab000003nbFSIAY,Reliant Fund Services,Consolidated Brokerage Service INC,United States,AMER,Reliant Fund Services,Consolidated Brokerage Service INC,David Warnock,
001SZ000008SfXsYAK,Relio AG,Relio AG,Switzerland,EMEA,Relio,RELIO AG,Fenergo RevOps,
001SZ00000MqtwhYAB,Remit2Any,"Remit2any, INC",United States,AMER,Remit2Any,"Remit2any, INC",Fenergo RevOps,
001Ab000002rOoWIAU,Remitly,"Remitly Global, Inc.",United States,AMER,Naspers,NASPERS LIMITED,Fenergo RevOps,
001Ab000002rOs3IAE,Remitly Israel (ex Rewire.to),Rewire (O.S.G) Research and Development,Israel,EMEA,Rewire R&D,REWIRE (O.S.G) RESEARCH AND DEVELOPMENT,Fenergo RevOps,Rewire
001Ab000002rOlOIAU,Remote,"Remote Technology, Inc. Doing Business IN California AS Remote TI",United States,AMER,Remote,"Remote Technology, Inc. Doing Business IN California AS Remote TI",Fenergo RevOps,
0013X00002cvAhzQAE,Renaissance Financial,Renaissance Financial Corporation,United States,AMER,Renaissance Financial,Renaissance Financial Corporation,Fenergo RevOps,
001Ab000002xRyQIAU,Renasant Corporation,"Renasant Insurance, Inc.",United States,AMER,Renasant Corporation,"RENASANT INSURANCE, INC.",Fenergo RevOps,
001SZ000008uORzYAM,Rennaissance Technologies,Renaissance Technologies LLC,United States,AMER,Renaissance Technologies,RENAISSANCE TECHNOLOGIES HOLDINGS CORPORATION,Fenergo RevOps,
001Ab000002rND3IAM,Renta 4,"Renta 4 Banco, S.A.",Spain,EMEA,Renta 4,"RENTA 4 BANCO, S.A.",Fenergo RevOps,
001Ab000002rNTlIAM,"Rentall & Partners, S.L.",Rentall & Partners SL.,Spain,EMEA,Rentall & Partners,Rentall & Partners SL.,Fenergo RevOps,
001Ab000002viA7IAI,Repay,Repay Holdings Corporation,United States,AMER,Repay,REPAY HOLDINGS CORPORATION,Fenergo RevOps,
001SZ000007CDJxYAO,Repsol,Repsol SA.,Spain,EMEA,Repsol,REPSOL SA.,Fenergo RevOps,
001SZ00000PiIkUYAV,Repsol Americas,Repsol Offshore E & P USA INC,United States,AMER,Repsol,REPSOL SA.,Fenergo RevOps,Repsol
0012000001WUV2AAAX,Republic Bank,Republic Bancorp Inc.,United States,AMER,TeeBank Family,TEEBANK FAMILY LIMITED PARTNERSHIP,Fenergo RevOps,
0010O00002PtyBJQAZ,Republic Bank & Trust Company,Republic Bank & Trust Company,United States,AMER,TeeBank Family,TEEBANK FAMILY LIMITED PARTNERSHIP,Fenergo RevOps,Republic Bank
001Ab000002RkAYIA0,Republic Bank Limited,Republic Financial Holdings Limited,Trinidad and Tobago,AMER,Republic Financial Holdings,REPUBLIC FINANCIAL HOLDINGS LIMITED,Fenergo RevOps,
0013X00003bMkslQAC,REserve Bank of Australia,Reserve Bank of Australia,Australia,APAC,Reserve Bank of Australia,GOVERNMENT OF AUSTRALIA,Eoin Keating,
001Ab000002rP1JIAU,Resolve,Resolve SA,Switzerland,EMEA,Resolve,Resolve SA,Fenergo RevOps,
0013X00002YeUCKQA3,Resona Bank,Resona Bank Ltd,Japan,APAC,Resona Holdings,"RESONA HOLDINGS, INC",Yuan Emma Li,Resona Holdings Inc.
0013X00003nK7hVQAS,Resona Holdings Inc.,"Resona Holdings, Inc",Japan,APAC,Resona Holdings,"RESONA HOLDINGS, INC",Yuan Emma Li,
001SZ00000Mr1VyYAJ,ResultsCX,Nexxlinx,United States,AMER,ResultsCX,NEXXLINX,Fenergo RevOps,
001Ab000002rPD3IAM,Resurs Bank,Resurs Bank AB,Sweden,EMEA,CVC Capital Partners,CVC CAPITAL PARTNERS PLC,Fenergo RevOps,CVC Capital Partners
001SZ00000NKlX2YAL,Retorna,Retorna Holding SPA,Chile,AMER,Retorna,Retorna Holding SPA,Fenergo RevOps,
001SZ00000L4qFFYAZ,REV Renewables,"REV Renewables Ops, LLC",United States,AMER,REV Renewables,"REV RENEWABLES OPS, LLC",Fenergo RevOps,
001Ab000002viAOIAY,Rêv Worldwide,REV Worldwide INC,United States,AMER,Rev Worldwide,"R??V WORLDWIDE, INC.",Fenergo RevOps,
0013X00003ZLQjBQAX,Revolut,Revolut LTD,United Kingdom,EMEA,Revolut,REVOLUT GROUP HOLDINGS LTD,Nuala Kelly,
001Ab000002rNupIAE,Revolut,Revolut LTD,United Kingdom,EMEA,Revolut,REVOLUT GROUP HOLDINGS LTD,Fenergo RevOps,Revolut
001Ab000002viAPIAY,Revsto (Sureswipe EMI),Sureswipe E.M.I. PLC,Cyprus,EMEA,Revsto,Sureswipe E.M.I. PLC,Fenergo RevOps,
001Ab000002rOjbIAE,Rewire,Rewire (O.S.G) Research and Development,Israel,EMEA,Rewire R&D,REWIRE (O.S.G) RESEARCH AND DEVELOPMENT,Fenergo RevOps,
0013X00002fzOpFQAU,REYL,REYL & Cie SA,Switzerland,EMEA,Intesa,INTESA SANPAOLO S.P.A.,David Warnock,Intesa Sanpaolo
0010O00002E7tC3QAJ,Reyl Singapore Pte Ltd,Reyl Singapore Pte. Ltd.,Singapore,APAC,Intesa,INTESA SANPAOLO S.P.A.,Fenergo RevOps,Intesa Sanpaolo
001SZ0000078GD9YAM,"Reynders, McVeigh Capital Management","Reynders, Mcveigh Capital Management, LLC",United States,AMER,Reynders McVeigh Capital Management,"Reynders, Mcveigh Capital Management, LLC",Fenergo RevOps,
001Ab000002viApIAI,RFG Holding (Robomarkets),RFG Holding LTD,Cyprus,EMEA,RFG Holding,RFG HOLDING LTD,Fenergo RevOps,
001Ab000002xRzBIAU,RGA Life Reinsurance Company Of Canada,RGA Life Reinsurance Co. of Canada,Canada,AMER,Reinsurance Group of America,"REINSURANCE GROUP OF AMERICA, INCORPORATED",Fenergo RevOps,Reinsurance Group of America Inc (RGA)
001Ab000002rOHKIA2,RGA Reinsurance Company,RGA Reinsurance Co.,United States,AMER,Reinsurance Group of America,"REINSURANCE GROUP OF AMERICA, INCORPORATED",Fenergo RevOps,Reinsurance Group of America Inc (RGA)
0010O000027tHZ3QAM,RHB Bank,RHB Bank Berhad,Malaysia,APAC,RHB Bank,RHB BANK BERHAD,Laurent Lamarlere,
001SZ00000yputdYAA,Rhb Islamic Bank Berhad,Rhb Islamic Bank Berhad,Malaysia,APAC,Rhb Islamic,RHB Bank Berhad,Laurent Lamarlere,
001Ab000002vi9vIAA,Ria Money Transfer,Euro Magh Multi Services,France,EMEA,Ria Money Transfer,EURO MAGH MULTI SERVICES,Fenergo RevOps,
0013X00002SG8cZQAT,Rialto Trading,Rialto Trading Holdings LLC,United States,AMER,Rialto Trading,Rialto Trading Holdings LLC,Fenergo RevOps,
001SZ0000078GDLYA2,Richard Bernstein Advisors,Richard Bernstein Advisors LLC,United States,AMER,Richard Bernstein Advisors,Richard Bernstein Advisors LLC,Fenergo RevOps,
001SZ000008TOqLYAW,Richelieu Gestion,Compagnie Financiere Richelieu,France,EMEA,Richelieu Gestion,SOCIÃ?TÃ? GÃ?NÃ?RALE DE BANQUE AU LIBAN - SGBL,Fenergo RevOps,
0010O00002PtyBMQAZ,Ridgewood Savings Bank,Ridgewood Savings Bank,United States,AMER,Ridgewood Savings Bank,RIDGEWOOD SAVINGS BANK,Fenergo RevOps,
001Ab000002rOTVIA2,Rietumu Banka,Rietumu Bank Group,Latvia,EMEA,Rietumu Banka,RIETUMU BANK GROUP,Fenergo RevOps,
001Ab000002rOs7IAE,rigensis.com,Rigensis Capital AS,Latvia,EMEA,rigensis.com,INVESTMENT CONSTRUCTION TECHNOLOGY (ICT) GROUP LTD,Fenergo RevOps,
001Ab000002rNpYIAU,RightCard Payment Services Limited,Rightcard Payment Services Limited,United Kingdom,EMEA,RightCard,Rightcard Payment Services Limited,Fenergo RevOps,
001Ab00000318OFIAY,Rimm Japan,,Japan,APAC,Rimm Japan,,Yuan Emma Li,
001Ab000003Yfn1IAC,RINGKJOBING LANDBOBANK. AKTIESELSKAB,Ringkjobing Landbobank. Aktieselskab,Denmark,EMEA,Ringkjoebing Landbobank,RINGKJOBING LANDBOBANK. AKTIESELSKAB,Fenergo RevOps,
001Ab000002rOlkIAE,Ripple,"Ripple S, Inc.",United States,AMER,Ripple,RIPPLES,Fenergo RevOps,
001SZ00000ORq4kYAD,Rippleshot,,United States,AMER,Rippleshot,,Nicole Gallant,
001SZ00000HJJEtYAP,Rippling,"People Center, Inc.",United States,AMER,Rippling,"People Center, Inc.",Fenergo RevOps,
001SZ00000LXxMzYAL,Riserva Capital,Riserva Capital LLC,United States,AMER,Riserva Capital,Riserva Capital LLC,Fenergo RevOps,
001SZ000008x8EmYAI,Ritholtz Wealth Management,Ritholtz Wealth Management LLC,United States,AMER,Ritholtz Wealth Management,Ritholtz Wealth Management LLC,Fenergo RevOps,
001Ab000002rNiWIAU,Ritmo,Ritmo Capital SL.,Spain,EMEA,Ritmo,Ritmo Capital SL.,Fenergo RevOps,
001Ab000002rP4dIAE,RiverBank S.A.,RiverBank SA,Luxembourg,EMEA,RiverBank SA,RiverBank SA,Fenergo RevOps,
