Account ID Full,Account Name,Legal Name (BvD),Country,Region,Reporting Group,Ultimate Parent,Account Owner,Parent Account
0012000001WUUdVAAX,Credit Agricole,Credit Agricole Corporate and Investment Bank,France,EMEA,Credit Agricole,SAS RUE LA BOETIE,Thomas Vilchez,
0010O00002PhGOVQA3,Credit Agricole - US,,United States,AMER,Credit Agricole,SAS RUE LA BOETIE,Fenergo RevOps,Credit Agricole
001Ab000003j4dPIAQ,Credit Agricole Assurances,Credit Agricole Assurances,France,EMEA,Credit Agricole,SAS RUE LA BOETIE,Fenergo RevOps,Credit Agricole
0013X00003lPR5YQAW,Credit Agricole Corporate and Investment Bank (CACIB),Credit Agricole Corporate and Investment Bank SA,France,EMEA,Credit Agricole,SAS RUE LA BOETIE,Thomas Vilchez,Credit Agricole
001Ab000002xRpmIAE,CREDIT AGRICOLE du MAROC,Credit Agricole Corporate and Investment Bank SA,France,EMEA,Credit Agricole,SAS RUE LA BOETIE,Ian McLoughlin,Credit Agricole
0012000001bIUH7AAO,Credit Agricole Islamic Bank,Credit Agricole Corporate and Investment Bank,United Arab Emirates,EMEA,Credit Agricole,SAS RUE LA BOETIE,Sean Moore,Credit Agricole
001Ab000002r1jJIAQ,Crédit Agricole Leasing & Factoring,Credit Agricole Corporate and Investment Bank SA,France,EMEA,Credit Agricole,SAS RUE LA BOETIE,Fenergo RevOps,Credit Agricole
001Ab000002r2VvIAI,Crédit Agricole Payment Services,Credit Agricole Payments Services,France,EMEA,Credit Agricole,SAS RUE LA BOETIE,Fenergo RevOps,Credit Agricole
001Ab000002xRmZIAU,CREDIT ANDORRA,Credit Andorra SA,Andorra,EMEA,Credit Andorra,CREDIT ANDORRA SA,Alexander Hase,
0013X00003UG2sJQAT,Credit Cooperatif - BPCE,Credit Cooperatif,France,EMEA,BPCE,BPCE SA,Fenergo RevOps,BPCE Group
001Ab000002xRpnIAE,CREDIT du MAROC,Credit du Maroc,Morocco,EMEA,CREDIT du MAROC,HOLDING MAROCAINE COMMERCIALE ET FINANCIERE,Ian McLoughlin,
001Ab000002xRMxIAM,CREDIT FONCIER de FRANCE SA,Credit Foncier de France SA,France,EMEA,BPCE,BPCE SA,Fenergo RevOps,BPCE Group
001Ab000003gXe6IAE,Crédit Immobilier de France,Credit Immobilier De France Bretagne SA,France,EMEA,Credit Immobilier de France,Credit Immobilier De France Bretagne SA,Fenergo RevOps,
0010O00002LyUvmQAF,Crédit industriel et commercial (CIC) Singapore,Credit Industriel et Commercial,Singapore,APAC,Credit Mutuel,CAISSE FEDERALE DE CREDIT MUTUEL,Laurent Lamarlere,Crédit Mutuel Asset Management
001SZ00000KIJlRYAX,Credit Key,Credit KEY,United States,AMER,Credit Key,Credit KEY,Fenergo RevOps,
001Ab000002rNB3IAM,Crédit moderne (Cafineo),Credit Moderne Ocean Indien SA,France,EMEA,BNP,BNP PARIBAS,Fenergo RevOps,BNP Paribas
001Ab000003gZ3DIAU,Crédit Municipal de Paris,Credit Municipal de Paris,France,EMEA,Credit Municipal de Paris,VILLE DE PARIS,Fenergo RevOps,
0012000001WUVY5AAP,Credit Mutuel,Credit Mutuel Asset Management,France,EMEA,Credit Mutuel,CAISSE FEDERALE DE CREDIT MUTUEL,Michel Van Ussel,Crédit Mutuel Asset Management
001Ab000002qaeHIAQ,Crédit Mutuel Arkéa,Credit Mutuel Arkea,France,EMEA,Credit Mutuel Arkea,CREDIT MUTUEL ARKEA,Michel Van Ussel,
001Ab000003j3YlIAI,Crédit Mutuel Asset Management,Credit Mutuel Asset Management,France,EMEA,Credit Mutuel,CAISSE FEDERALE DE CREDIT MUTUEL,Fenergo RevOps,
001Ab000003mMunIAE,Crédit Mutuel de Bretagne,Credit Mutuel Arkea,France,EMEA,Credit Mutuel Arkea,CREDIT MUTUEL ARKEA,Fenergo RevOps,Crédit Mutuel Arkéa
001Ab000003mMdnIAE,Crédit Mutuel du Sud Ouest,CAISSE REGIONALE CREDIT MUTUEL SUD OUEST Credit mutuel du Sud-Ouest,France,EMEA,Credit Mutuel du Sud Ouest,CAISSE REGIONALE CREDIT MUTUEL SUD OUEST,Fenergo RevOps,
001Ab000003mM3kIAE,Crédit Mutuel Epargne Salariale,Credit Mutuel Epargne Salariale,France,EMEA,Credit Mutuel,CAISSE FEDERALE DE CREDIT MUTUEL,Fenergo RevOps,Crédit Mutuel Asset Management
001Ab000003mLHnIAM,Crédit Mutuel Investment Managers,Credit Mutuel Arkea,France,EMEA,Credit Mutuel Arkea,CREDIT MUTUEL ARKEA,Fenergo RevOps,Crédit Mutuel Arkéa
001Ab000002rO2eIAE,Credit Suisse,Credit Suisse (Schweiz) AG,Switzerland,EMEA,Credit Suisse,UBS GROUP AG,Roger Leahy,UBS IB
0010O00001oGjtbQAC,Credit Suisse AG,Credit Suisse (Singapore) Limited,Singapore,APAC,Credit Suisse,UBS GROUP AG,Alexander Hase,UBS IB
0013X00003qQ5kbQAC,Credit Suisse Asset Management,Credit Suisse (USA) LLC,United States,AMER,Credit Suisse,UBS GROUP AG,Fenergo RevOps,UBS IB
0012000001WUUd8AAH,Credit Suisse Group AG,Credit Suisse (USA) LLC,United States,AMER,Credit Suisse,UBS GROUP AG,Neil Stower,UBS IB
0013X00002hDMT8QAO,Credit Suisse Investor Services,Credit Suisse Fund Services (Luxembourg) S.A.,Luxembourg,EMEA,Credit Suisse,UBS GROUP AG,Stephen Florence,UBS IB
001Ab000002rOcHIAU,Creditas,Creditas Solucoes Financeiras Ltda.,Brazil,AMER,Creditas,CREDITAS SOLUCOES FINANCEIRAS LTDA.,Fenergo RevOps,
001Ab000002rNljIAE,CREDITIS SERVIZI FINANZIARI SPA,Creditis Servizi Finanziari S.P.A. IN Forma Abbreviata Creditis S.P.A. Ovvero C.S.F. S.P.A.,Italy,EMEA,Creditis Servizi Finanziari,COLUMBUS HOLDCO S.À R.L.,Fenergo RevOps,
001Ab000003XX7oIAG,Creditly Corp.,Credit Corp Solutions Inc.,United States,AMER,Creditly,Credit Corp Solutions Inc.,Fenergo RevOps,
001Ab000003VULAIA4,"Crédito Agrícola Gest-SGOIC, SA","Credito Agricola Gest - Sgoic, S.A.",Portugal,EMEA,Credito Agricola Gest,CREDITO AGRICOLA FINANCIAL GROUP,Fenergo RevOps,
001Ab000002xRLqIAM,CREDITO EMILIANO SPA,Credito Emiliano SpA,Italy,EMEA,Credito Emiliano,CREDITO EMILIANO HOLDING,Fenergo RevOps,Credem
001Ab000002viCPIAY,Credito Facil Codensa,,Colombia,AMER,Credito Facil Codensa,Credito Facil Codensa,Fenergo RevOps,
001Ab000002rO7yIAE,CreditPilot,Credit Pilot PLC,Cyprus,EMEA,CreditPilot,CREDIT PILOT PLC,Fenergo RevOps,
001Ab000002rMsOIAU,Creditspring,Creditspring Limited,United Kingdom,EMEA,Creditspring,CREDITSPRING LIMITED,Fenergo RevOps,
001Ab000002rNKJIA2,Crelan,Crelan SA,Belgium,EMEA,CrelanCo,CRELANCO SCRL,Michel Van Ussel,
001SZ000008uORcYAM,Crescent Capital Group,Crescent Capital Group LP,United States,AMER,Crescent Capital Group,SUN LIFE FINANCIAL INC.,Fenergo RevOps,Sun Life
001Ab000002cvZSIAY,Cresset Capital,Cresset True Capital LLC,United States,AMER,Cresset Capital,Cresset True Capital LLC,Fenergo RevOps,
0013X00003mNS4mQAG,Crestbridge,Crestbridge Limited,Jersey,EMEA,Crestbridge,CRESTBRIDGE LIMITED,Stephen Florence,
001Ab000002rNEjIAM,CRESTBRIDGE,Crestbridge Limited,Jersey,EMEA,Crestbridge,CRESTBRIDGE LIMITED,Fenergo RevOps,Crestbridge
0013X00002VsbyAQAR,Crestone Wealth Management,Lgt Crestone Wealth Management Limited,Australia,APAC,LGT,FÜRST VON LIECHTENSTEIN STIFTUNG,Fenergo RevOps,
001Ab000002rNhWIAU,Crif,Crif S.P.A.,Italy,EMEA,Crif,LEGACY S.R.L.,Fenergo RevOps,
001Ab000002rNwtIAE,CriptoLoja,"Smart Token, LDA",Portugal,EMEA,CriptoLoja,"2TM, LLC",Fenergo RevOps,
0010O00001gzzxaQAA,Cross Country Consulting (GLOBAL),,,AMER,Cross Country Consulting,,Nicole Gallant,
0010O00002C8NpyQAF,Cross River Bank,Cross River Bank,United States,AMER,Cross River Bank,"CRB GROUP, INC",Fenergo RevOps,
001SZ0000076pcVYAQ,Crossfirst Bankshares,"Crossfirst Bankshares, Inc.",United States,AMER,Crossfirst Bankshares,"Crossfirst Bankshares, Inc.",Fenergo RevOps,
001SZ00000nVaSnYAK,Crowe LLP,Crowe LLP,United States,AMER,Crowe Global,Crowe Global,Nicole Gallant,
0013X00002PH2wJQAT,Crown Agents Bank,Crown Agents Bank Ltd,United Kingdom,EMEA,CAB Payments,CAB PAYMENTS HOLDINGS PLC,David Harper,
001SZ000007CDLeYAO,Crown Castle,Crown Castle INC,United States,AMER,Crown Castle,CROWN CASTLE INC,Jan Dinger,
001SZ00000FDClvYAH,Crown Global Management,Crown Global Insurance Group LLC,United States,AMER,Crown Global Management,CROWN GLOBAL INSURANCE GROUP LLC,Fenergo RevOps,
0013X00003OGwnpQAD,Crown Resorts,Crown Resorts Limited,Australia,APAC,Crown Resorts,BLACKSTONE INC,Fenergo RevOps,Blackstone
001Ab000002rNjnIAE,Crypterium,Crypterium AS,Estonia,EMEA,Crypterium,Crypterium AS,Fenergo RevOps,
0013X00003zf5wfQAA,Crypto Finance Group,Crypto Finance AG,Switzerland,EMEA,Deutsche Börse,DEUTSCHE BÖRSE AKTIENGESELLSCHAFT,Fenergo RevOps,Deutsche Boerse AG
001Ab000002rNCFIA2,Crypto.com,Foris DAX MT Limited,Malta,EMEA,Crypto.com,FORIS HOLDING KY LIMITED,Fenergo RevOps,
001Ab000002viBvIAI,"Cryptopocket (Fintech Payments, S.L)",Cryptopocket SL.,Spain,EMEA,Cryptopocket,FINTECH PAYMENTS SL.,Fenergo RevOps,
001Ab000002rOn4IAE,Cryptospace,"Cryptospace, LLC",United States,AMER,Cryptospace,"Cryptospace, LLC",Fenergo RevOps,
001Ab000002rNbLIAU,CSB Calédonienne De Services Bancaires (ePayNC),Caledonienne de Services Bancaires,France,EMEA,CSB Caledonienne,Caledonienne de Services Bancaires,Fenergo RevOps,
0013X00003Jmn4FQAR,CSC Global,CSC Carbon Credit Fund LLC,United States,AMER,CSC Global,CSC Carbon Credit Fund LLC,Robert Van Atta,
0012000001YbhFLAAZ,CSC Intertrust,Intertrust N.V.,Netherlands,EMEA,CSC Intertrust,Intertrust N.V.,Michel Van Ussel,
001Ab000002rNMjIAM,CSC24Seven.com Ltd (PaySpark-Oropay),CSC Europe Limited,Cyprus,EMEA,CSC24Seven,CSC GROUP LTD,Fenergo RevOps,
001SZ00000HoQyVYAV,CSG,CSG Systems INC,United States,AMER,CSG,"CSG SYSTEMS INTERNATIONAL, INC.",Fenergo RevOps,
001Ab000002idZHIAY,CShark,,Poland,EMEA,CShark,,Richard Coveney,
0013X00002PHkYZQA1,CSOP Asset Management Limited,CSOP Asset Management Limited,Hong Kong,APAC,CSOP Asset Management,CSOP ASSET MANAGEMENT LIMITED,Laurent Lamarlere,
001SZ000009OMobYAG,CTBC BANK CORP. (USA),CTBC Bank Corp (USA),United States,AMER,CTBC Financial,CTBC FINANCIAL HOLDING CO LTD,Fenergo RevOps,"CTCB Bank Co., Ltd. - Taiwan"
001Ab000002rOGIIA2,CTC Online,Consorzio PER LA Tutela DEL Credito Societa' Consortile A Respons Abilita' Limitata,Italy,EMEA,CTC Online,Consorzio PER LA Tutela DEL Credito Societa' Consortile A Respons Abilita' Limitata,Fenergo RevOps,
0010O000027t3bjQAA,"CTCB Bank Co., Ltd. - Taiwan","Ctbc Bank Co., Ltd.",Taiwan,APAC,CTBC Financial,CTBC FINANCIAL HOLDING CO LTD,Fenergo RevOps,
0013X00003wxEqsQAE,CubeMatch,,,EMEA,CubeMatch,,Craig Cahill,
001Ab000002xROLIA2,"Cullen/Frost Bankers, Inc.","Cullen/Frost Bankers, Inc",United States,AMER,Cullen/Frost Bankers,"CULLEN/FROST BANKERS, INC",Fenergo RevOps,
001Ab000003buqmIAA,Culqi,,Peru,AMER,Culqi,Culqi,Fenergo RevOps,
0013X00003DnCBXQA3,Culture Convenience Club,"Culture Convenience Club Co., Ltd.",Japan,APAC,Culture Convenience Club,"CULTURE CONVENIENCE CLUB CO., LTD.",Yuan Emma Li,
001Ab000003lsOKIAY,Cumberland Building Society,Cumberland Holdings Limited,United Kingdom,EMEA,Cumberland Building Society,CUMBERLAND HOLDINGS LIMITED,Fenergo RevOps,
001Ab000002rNmBIAU,CURE,CURE Mannheim e.V.,Germany,EMEA,CURE,CURE Mannheim e.V.,Fenergo RevOps,
001Ab000002sbVRIAY,Curmi & Partners LTD,Curmi & Partners LTD,Malta,EMEA,Curmi & Partners,CURMI & PARTNERS LTD,Fenergo RevOps,
001Ab000003jmiHIAQ,Curo Fund Services,Curo Fund Services (PTY) LTD,South Africa,EMEA,Curo Fund Services,Curo Fund Services (PTY) LTD,Fenergo RevOps,
001Ab000002rPFvIAM,Currencies Direct,Currencies Direct Limited,United Kingdom,EMEA,Currencies Direct,CD TOPCO LIMITED,Fenergo RevOps,
001SZ00000LXm3QYAT,Currency Exchange International,"Currency Exchange International, Corp.",United States,AMER,Currency Exchange International,"CURRENCY EXCHANGE INTERNATIONAL, CORP.",Fenergo RevOps,
001Ab000002rNvHIAU,Currency One SA,Currency One S.A.,Poland,EMEA,Currency One SA,DC24 ALTERNATYWNA SPOLKA INWESTYCYJNA SP. Z O.O.,Fenergo RevOps,
001Ab000002rOApIAM,Currency Solutions,Currency Solutions Limited,United Kingdom,EMEA,Currency Solutions,CURRENCY SOLUTIONS HOLDINGS LIMITED,Fenergo RevOps,
001Ab000002rMtKIAU,Currency.com (TM),Currency Com Limited,Gibraltar,EMEA,Currency.com,Currency Com Limited,Fenergo RevOps,
0013X00003doDXMQA2,CurrencyCloud,THE Currency Cloud Limited,United Kingdom,EMEA,Visa,VISA INC,Fenergo RevOps,Visa
001Ab000002rONRIA2,CurrencyFair,Currencyfair Limited,Ireland,EMEA,CurrencyFair,CURRENCYFAIR LIMITED,Fenergo RevOps,
001Ab000002rNh2IAE,Current,"Finco Services, INC",United States,AMER,Current,"Finco Services, INC",Fenergo RevOps,
001Ab000002fARWIA2,Currenxie,Currenxie UK LTD,United Kingdom,EMEA,Currenxie,CURRENXIE LIMITED,Fenergo RevOps,
001Ab000002rNtFIAU,Curve,Curve UK Limited,United Kingdom,EMEA,Curve,CURVE OS GROUP LIMITED,Fenergo RevOps,
0013X00003qRMICQA4,Curve Securities,Curve Securities Pty Ltd,Australia,APAC,Curve Securities,NIMALEAN PTY LTD,Fenergo RevOps,
001Ab000003TJhEIAW,Custodia Bank,"Custodia Bank, Inc.",United States,AMER,Custodia Bank,"Custodia Bank, Inc.",Fenergo RevOps,
001Ab000002knedIAA,Custody Bank of Japan,"Custody Bank of Japan, Ltd",Japan,APAC,Custody Bank of Japan,"CUSTODY BANK OF JAPAN, LTD",Yuan Emma Li,
001Ab000002xRyBIAU,"Customers Bancorp, Inc.",Customers Bank,United States,AMER,Customers Bancorp,CUSTOMERS BANCORP INC,Fenergo RevOps,Customers Bank
0010O00002M1HJLQA3,Customers Bank,Customers Bank,United States,AMER,Customers Bancorp,CUSTOMERS BANCORP INC,Fenergo RevOps,
001Ab000002iXdnIAE,Cutter Associates,Cutter Associates LLC,United States,AMER,Cutter Associates,"NOMURA RESEARCH INSTITUTE,LTD.",Fenergo RevOps,
001Ab000003pH7bIAE,Cutter Associates (GLOBAL),,,AMER,Cutter Associates,,Nicole Gallant,
001Ab000002xRzMIAU,CVB Financial Corp.,Citizens Business Bank,United States,AMER,CVB Financial,CVB FINANCIAL CORP,Fenergo RevOps,Citizens Business Bank
0010O000023gvguQAA,CVC Capital Partners,CVC Advisers (Luxembourg) S.a r.l.,Luxembourg,EMEA,CVC Capital Partners,CVC CAPITAL PARTNERS PLC,Fenergo RevOps,
001SZ00000OPONyYAP,CVC Europe Fund Management,CVC Advisers (Luxembourg) S.a r.l.,Luxembourg,EMEA,CVC Capital Partners,CVC CAPITAL PARTNERS PLC,Michel Van Ussel,CVC Capital Partners
001Ab000002rPM6IAM,CVS Health,Aetna Inc.,United States,AMER,CVS Health,CVS HEALTH CORPORATION,Fenergo RevOps,
0013X00003cYrSAQA0,Cyberdyne Tech Exchange,Metaverse Green Exchange Pte. Ltd.,Singapore,APAC,Cyberdyne Tech Exchange,ALPHA LADDER GROUP PTE. LTD.,Fenergo RevOps,
001SZ00000MqFxvYAF,Cync Software,Cync Software,United States,AMER,Cync Software,Cync Software,Fenergo RevOps,
001Ab000002rNO3IAM,Cynergy Bank,Cynergy Bank PLC,United Kingdom,EMEA,Cynergy Capital,CYNERGY CAPITAL LTD,Fenergo RevOps,
001SZ000008bo6DYAQ,Czeska Exportni Banka,Czech Export Bank,Czech Republic,EMEA,Czech Export Bank,CZECH REPUBLIC,Fenergo RevOps,
001SZ00000BHPoUYAX,D Bank Commerce,D Commercial Bank AD,Bulgaria,EMEA,D Bank Commerce,D COMMERCIAL BANK AD,Fenergo RevOps,
001SZ00000Zi5mDYAR,D. Boral Capital,,United States,AMER,D Boral Capital,D. BORAL CAPITAL HOLDINGS LLC,Mick Furlong,
0010O000023gwweQAA,D. E. Shaw & Co.,"D. E. Shaw & Co., Inc.",United States,AMER,D. E. Shaw,"D. E. SHAW & CO., INC.",Fenergo RevOps,
0013X00002kDl0qQAC,D.A. Davidson Companies,D.A. Davidson Companies,United States,AMER,D.A. Davidson,D.A. DAVIDSON COMPANIES,Craig Grootenboer,
001SZ000008uORHYA2,D1 Capital Partners,D1 Capital Partners L.P.,United States,AMER,D1 Capital Partners,D1 Capital Partners L.P.,Fenergo RevOps,
001SZ00000HAImlYAH,D24,Directa24 LLP,United Kingdom,EMEA,Directa24,Directa24 LLP,Fenergo RevOps,
001SZ0000076pcWYAQ,Dacotah Bank,"Dacotah Bank, South Dakota",United States,AMER,Dacotah Bank,"DACOTAH BANKS, INC.",Fenergo RevOps,
0013X00003ZLIjwQAH,Dah Sing Bank,"Dah Sing Bank, Ltd",Hong Kong,APAC,Dah Sing Bank,DAH SING FINANCIAL HOLDINGS LTD,Laurent Lamarlere,
001SZ000007CDMHYA4,DAHER,Compagnie Daher,France,EMEA,Daher,COREDAHER,Fenergo RevOps,
001Ab000002vLMPIA2,Dai-Ichi Life Holdings,Dai-ichi Life Holdings Inc.,Japan,APAC,Dai-Ichi Life Holdings,DAI-ICHI LIFE HOLDINGS INC.,Yuan Emma Li,
001Ab000002xRqvIAE,DailyPay,Dailypay INC,United States,AMER,DailyPay,Dailypay INC,Fenergo RevOps,
0010O00001oJS8pQAG,Daiwa Capital Markets America,Daiwa Capital Markets America Inc,United States,AMER,Daiwa Securities,DAIWA SECURITIES GROUP INC,Mick Furlong,Daiwa Securities Co. Ltd.
0012000001WUUe3AAH,Daiwa Capital Markets Europe Limited,Daiwa Capital Markets Europe Limited,United Kingdom,EMEA,Daiwa Securities,DAIWA SECURITIES GROUP INC,Roger Leahy,Daiwa Securities Co. Ltd.
0012000001WUVypAAH,Daiwa Capital Markets Hong Kong Limited,Daiwa Capital Markets Hong Kong Limited,Hong Kong,APAC,Daiwa Securities,DAIWA SECURITIES GROUP INC,Laurent Lamarlere,Daiwa Securities Co. Ltd.
0010O00001oI6QqQAK,Daiwa Securities Co. Ltd.,Daiwa Securities Co. Ltd,Japan,APAC,Daiwa Securities,DAIWA SECURITIES GROUP INC,Yuan Emma Li,
0012000001WUVyqAAH,Daiwa Securities Group Inc,Daiwa Capital Markets Hong Kong Limited,Hong Kong,APAC,Daiwa Securities,DAIWA SECURITIES GROUP INC,Laurent Lamarlere,Daiwa Securities Co. Ltd.
0012000001fxWVsAAM,Dalma Capital,Dalma Capital Management Limited,United Arab Emirates,EMEA,Dalma Capital,Dalma Capital Management Limited,Sean Moore,
001Ab000003NW1aIAG,Damen Financial Services Holding B.V.,Damen Financial Services Holding B.V.,Netherlands,EMEA,Damen Financial Services,DAMEN SHIPYARDS GROUP NV,Fenergo RevOps,
001Ab000002rNj5IAE,damex.io,Digital Asset Management Limited,Gibraltar,EMEA,damex.io,Digital Asset Management Limited,Fenergo RevOps,
001Ab000002rOZZIA2,Dandelion Payments,"Dandelion Payments, Inc.",United States,AMER,Dandelion Payments,"Dandelion Payments, Inc.",Fenergo RevOps,
001SZ00000z3Ba6YAE,Danish Ship Finance,Danmarks Skibskredit A/S,Denmark,EMEA,Danish Ship Finance,Magellan Capital Holdings PLC,Sean Moore,
0012000001WUW0SAAX,Danske Bank,Danske Bank A/S,Denmark,EMEA,Danske,DANSKE BANK A/S,Sean Moore,
0012000001WUVmaAAH,Danske Capital,Danske Bank A/S,Denmark,EMEA,Danske,DANSKE BANK A/S,Stephen Florence,Danske Bank
001Ab000002rNfAIAU,Dash Solutions (Prepaid Technologies),Prepaid Technologies INC,United States,AMER,Dash Solutions,Prepaid Technologies INC,Fenergo RevOps,
001SZ000007CDMIYA4,Dassault Aviation,Dassault Aviation,France,EMEA,Dassault Aviation,ROND POINT IMMOBILIER,Fenergo RevOps,
001SZ00000NzG11YAF,Databricks,Databricks Inc.,United States,AMER,Databricks,DATABRICKS INC.,Fenergo RevOps,
001Ab000002rPA6IAM,Databridge OU,Databridge OU,Estonia,EMEA,Databridge OU,DATABRIDGE OU,Fenergo RevOps,
001Ab000002viCwIAI,Datafast,Datafast S.A.,Ecuador,AMER,Datafast,Datafast S.A.,Fenergo RevOps,
001Ab0000031lSCIAY,"DataOne Asia Co., Ltd (GLOBAL)",,Thailand,APAC,DataOne Asia,,Niraj Marfatia,
001Ab000002rOUQIA2,Dave (B2C),Dave Operating LLC,United States,AMER,Dave,DAVE OPERATING LLC,Fenergo RevOps,
0010O00002OlrhzQAB,Davidson Kempner,Davidson Kempner Advisers INC,United States,AMER,Davidson Kempner,Davidson Kempner Advisers INC,Roger Leahy,
0013X00002PH3jtQAD,Davidson Kempner Capital Management,Davidson Kempner Endowment Partners L.P.,United States,AMER,Davidson Kempner Capital Management,Davidson Kempner Endowment Partners L.P.,Fenergo RevOps,
001Ab000003qbaLIAQ,Davies Consulting EMEA,,,EMEA,Davies Consulting,,Richard Coveney,Sionic - A Davies Company (GLOBAL)
0012000001WUVCXAA5,Davy,Davy Securities Unlimited Company,Ireland,EMEA,BOI,BANK OF IRELAND GROUP PLC,Margaret Kilroy,Bank of Ireland
001SZ00000FebElYAJ,Dawson Partners,Whitehorse Liquidity Partners Inc.,Canada,AMER,Dawson Partners,Whitehorse Liquidity Partners Inc.,Fenergo RevOps,
001SZ00000NRZEHYA5,Dayforce HCM,Dayforce INC,United States,AMER,Dayforce HCM,DAYFORCE INC,David Harper,
001Ab000003iSZtIAM,DBFL Consulting Engineers,Dbfl Consulting Engineers Limited,Ireland,EMEA,DBFL Consulting,Dbfl Consulting Engineers Limited,Fenergo RevOps,
001SZ00000BHQnlYAH,DBS (De?elna banka Slovenije d.d.),,Slovakia,EMEA,DBS Slovenia,DBS (De?elna banka Slovenije d.d.),Fenergo RevOps,
0010O00002KKmq2QAD,DBS Bank Hong Kong Limited,DBS Bank (Hong Kong) Limited,Hong Kong,APAC,DBS Group,DBS GROUP HOLDINGS LTD,Laurent Lamarlere,DBS Bank Limited
0012000001WUV10AAH,DBS Bank Limited,DBS Bank Ltd,Singapore,APAC,DBS Group,DBS GROUP HOLDINGS LTD,Laurent Lamarlere,
001Ab000002xS1cIAE,DCB Bank,DCB Bank Limited,India,APAC,DCB Bank,DCB Bank Limited,Fenergo RevOps,
001Ab000002rOOFIA2,de Volksbank,De Volksbank N.V.,Netherlands,EMEA,De Volksbank,THE STATE OF THE NETHERLANDS,Karthik Gurumoorthy,
001Ab000003mmMfIAI,DeA Capital Real Estate SGR S.p.A,DEA Capital Real Estate SGR S.P.A.,Italy,EMEA,B&D Holding,B&D HOLDING S.P.A.,Fenergo RevOps,
001Ab000003kkgiIAA,DeA Capital S.p.A,Dea Capital Spa,Italy,EMEA,B&D Holding,B&D HOLDING S.P.A.,Fenergo RevOps,
001SZ00000gCnchYAC,Deal Desk [General Queries],,Ireland,EMEA,Deal Desk [General Queries],,Amy Treanor,
001Ab000002rOWMIA2,DeBlock Associates,Deblock,France,EMEA,DeBlock Associates,Deblock,Fenergo RevOps,
001SZ00000NZh4tYAD,DebtBook,"Fifth Asset, Inc.",United States,AMER,DebtBook,"FIFTH ASSET, INC.",Fenergo RevOps,
001Ab000002rO8WIAU,Decentralized Vision | PumaPay,Decentralized Vision Limited,Cyprus,EMEA,Decentralized Vision (PumaPay),Decentralized Vision Limited,Fenergo RevOps,
001Ab000002rNtlIAE,DECTA,Decta Limited,United Kingdom,EMEA,DECTA,Decta Limited,Fenergo RevOps,
001SZ0000076pcXYAQ,Dedham Savings,Dedham Savings Bank,United States,AMER,Dedham Savings,Dedham Savings Bank,Fenergo RevOps,
0013X00003GR10IQAT,Defence Bank,Defence Bank Limited,Australia,APAC,Defence Bank,DEFENCE BANK,Fenergo RevOps,
001SZ00000J9YscYAF,Deferit,Deferit Pty Ltd,Australia,APAC,Deferit,DEFERPAYMENTS PTY LTD,Fenergo RevOps,
0013X00003J2iVNQAZ,Degroof Petercam Asset Services,Degroof Petercam Asset Services S.A.,Luxembourg,EMEA,Bank Degroof Petercam,SAS RUE LA BOETIE,Stephen Florence,Credit Agricole
001Ab000002qcDwIAI,Degroof Petercam Bank,Banque Degroof Petercam SA,Belgium,EMEA,Bank Degroof Petercam,SAS RUE LA BOETIE,Fenergo RevOps,Credit Agricole
001Ab000002rNMcIAM,Dejamobile (sub of MarketPay),Market PAY Financial Institutions,France,EMEA,Alti Asset Management,ALTI ASSET MANAGEMENT HOLDINGS LLC,Fenergo RevOps,
0012000001WUVmbAAH,Dekabank,DekaBank Deutsche Girozentrale,Germany,EMEA,Dekabank,DEKABANK DEUTSCHE GIROZENTRALE,Alexander Hase,
001Ab000002xRtzIAE,Delaware Macquarie Investment Management,Macquarie Asset Management INC,United States,AMER,Macquarie,MACQUARIE GROUP LIMITED,Fenergo RevOps,Macquarie Group Limited
001SZ000007CDKDYA4,Delek US Holdings,"Delek US Holdings, INC",United States,AMER,Delek US Holdings,"DELEK US HOLDINGS, INC",Jan Dinger,
